link,topic,likes,views,upload_year,subscriber_count,title,duration,description,channel_name
https://www.youtube.com/watch?v=QBixYWTSJzY&pp=ygUjQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPZGQgT25lIE91dCA%3D,Odd One Out,87,19K,2016.0,3.81K subscribers,Odd One Out Practice (Aptitude Test) Video | Pyoopel.com,,"Visit: www.pyoopel.com
Instructor: Bharat Patodi (www.bharatpatodi.com)",Pyoopel
https://www.youtube.com/watch?v=2oaeBBPiQ3I&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciA%3D,Order & Ranking,19,1.7K,2020.0,677K subscribers,Ranking and Ordering | Additional Example - 7 | Reasoning Ability | TalentSprint Aptitude Prep,,Do you like our videos? Don't forget to subscribe our channel - ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=GYe98jwCn7g&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciA%3D,Order & Ranking,41K,2.5M,2018.0,1.21M subscribers,"Seating Arrangement - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Seating Arrangement. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=LkvOu3oUymg&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciA%3D,Order & Ranking,7.6K,522K,2019.0,1.73M subscribers,Data Sufficiency _ Ranking & Ordering Part-1,,Website:,Feel Free to Learn
https://www.youtube.com/watch?v=-YLwdtpflmo&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciDSBwkJfgkBhyohjO8%3D,Order & Ranking,1.4K,73K,,410K subscribers,PASS Crossover Aptitude Test â€“ Get EVERY ANSWER Right!,,"The Crossover Cognitive Aptitude Test assesses a broad range of cognitive abilities, including numerical reasoning, verbal reasoning, abstract reasoning, and logical thinking. This comprehensive evaluation provides employers with insights into a candidate's overall cognitive aptitude and potential for success in the wor",Online Training for Everyone
https://www.youtube.com/watch?v=7vr5rJUMNSo&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciA%3D,Order & Ranking,38K,906K,2021.0,2.23M subscribers,Order And Ranking Trick | Reasoning | RRB | SSC CGL | Maths Trick,,"Hello Friends
In this video you will learn amazing trick of Order And Ranking .........",imran sir maths
https://www.youtube.com/watch?v=JQSkCg7lbB0&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciA%3D,Order & Ranking,383,34K,2018.0,677K subscribers,Best Shortcut to Solve Questions from Ranking | Ranking & Ordering Tricks | TalentSprint,,"TalentSprint Aptitude Prep channel is designed to help aspirants get ready for various competitive exams including Bank, SSC, Railways, Insurance, Campus Recruitment and other Govt exams. ",TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=PFdnB22uIk8&pp=ygUdQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBPcmRlciA%3D,Order & Ranking,85,3.1K,2021.0,677K subscribers,Ranking and Ordering || Alphabets || Reasoning Ability || TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=Q0TyLf2UzqI&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nIA%3D%3D,Paper Folding,38K,1M,2021.0,70.2K subscribers,Paper folding and Cutting | à¤•à¤¾à¤—à¤œ à¤®à¥‹à¥œà¤¨à¤¾ à¤à¤µà¤‚ à¤•à¤¾à¤Ÿà¤¨à¤¾ | Reasoning for government Exams,,Paper folding and Cutting | à¤•à¤¾à¤—à¤œ à¤®à¥‹à¥œà¤¨à¤¾ à¤à¤µà¤‚ à¤•à¤¾à¤Ÿà¤¨à¤¾ | Reasoning for government Exams,SKAN Institute
https://www.youtube.com/watch?v=qyzh1maZIfE&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nINIHCQl-CQGHKiGM7w%3D%3D,Paper Folding,1.7K,76K,,5.3K subscribers,Pattern folding strategy: Cube nets/folding cubes | Perceptual Ability Test Tutorials | DAT PAT,,"All the best tips, with clear graphics, for mastering the Pattern folding section on your DAT PAT.  In this video, you learn how to use a number of strategies in order to analyze cubes - a type of problem that has a shaded pattern on a regular prism.  This includes learning how to understand how different maps (or nets) fold, ",Erudition
https://www.youtube.com/watch?v=ArlpVtQx9mg&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nIA%3D%3D,Paper Folding,2.4K,115K,2022.0,661K subscribers,TCS NQT Paper Folding Question | TCS NQT Reasoning Sample Paper 2021,,"Hey Guys, In this video you will learn to Solve paper Folding Questions and figure based Questions. Pratik Sir has also discussed Reasoning Sample Questions paper in this video.",OnlineStudy4u
https://www.youtube.com/watch?v=JkQ-_TtGeMY&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nIA%3D%3D,Paper Folding,588,27K,2020.0,677K subscribers,Paper Cutting Reasoning Problems | Paper Cutting | Basic Example | Reasoning Ability | TalentSprint,,Do you like our videos? Don't forget to subscribe our channel - ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=f3_UXazvxJA&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nIA%3D%3D,Paper Folding,217,9.7K,2020.0,677K subscribers,Paper Folding | Basic Example | Reasoning Ability | TalentSprint Aptitude Prep,00:15,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=PIKhYZ6t-U0&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nIA%3D%3D,Paper Folding,3,119,2021.0,294 subscribers,6th Reasoning and Aptitude Ch :- 11 Paper folding and paper cutting ( Examples ) Video 1,,,
https://www.youtube.com/watch?v=0K4WtiRJ0GE&pp=ygUlQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXBlciBGb2xkaW5nIA%3D%3D,Paper Folding,10K,172K,,111K subscribers,paper cutting and folding - best short trick by rahul sir,,Unlock the easiest and most effective tricks for paper cutting and folding with Rahul Sir in this quick and engaging session! Whether you're preparing for competitive exams or just want to improve your logical t,DCA with Rahul sir
https://www.youtube.com/watch?v=8ev2XvaHVOw&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,3,126,2023.0,63K subscribers,Examples of Partnership 1 ||Lesson 15.1 || Aptitude & Reasoning || Learnig Monkey ||,,"Examples of Partnership 1
In this class, We discuss Examples of Partnership 1.
The reader should have prior knowledge of the basics of ratios. Click Here.",Learning Monkey
https://www.youtube.com/watch?v=eAbbKaTLYJ0&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,3,137,2019.0,6.66K subscribers,Partnership | Basics | Aptitude and Reasoning Tricks and Tips,,"Partnership Basics for Competitive and Placement Exams

Aptitude Lessons, Shortcuts, Tricks and Problems carefully selected and solved by Aptitude Expert.",FEMA ACADEMY
https://www.youtube.com/watch?v=PDcNuHvxPEI&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,4,136,2023.0,63K subscribers,Examples of Partnership 2 || Lesson 15.2 || Aptitude & Reasoning || Learning Monkey ||,,"Examples of Partnership 2
In this class, We discuss Examples of Partnership 2.
The reader should have the basics of partnership examples. Click Here.",Learning Monkey
https://www.youtube.com/watch?v=hn9TKnr8L_8&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,11K,595K,2018.0,1.21M subscribers,"Partnership - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Partnership. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=OSZ4MhDHG64&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,4.8K,174K,2023.0,1.14M subscribers,ðŸ”´LIVEðŸ”´PARTNERSHIP BEST TRICKS | BANK | SSC | RAILWAY | CSAT | APPSC | TSPSC GROUP -4 | AP / TS SI,,#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=cYC8nyUaCbE&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg0gcJCX4JAYcqIYzv,Partnerships,1,16,2021.0,3.84K subscribers,"Partnership - Quantitative Aptitude and Reasoning | Basics, Methods, Shortcuts & Tricks - Epatya",,"Epatya is India's No.1 Site for preparation of various competitive exams like UPSC, SSC CGL, SSC CHSL, RRB, APPSC, TSPSC, KAS etc. We have Unlimited Questions  for Practice and it's One stop solution for all competitive exams.",epatya lectures
https://www.youtube.com/watch?v=a9YG_qzhwPw&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,1.8K,64K,2021.0,492K subscribers,Partnership in Telugu || Aptitude in Telugu || Root Maths Academy,,#PartnershipinTelugu,Vedantu Manabadi
https://www.youtube.com/watch?v=xy4MFvynkzU&pp=ygUkQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXJ0bmVyc2hpcHMg,Partnerships,Like,11,,209 subscribers,Partnership | Master Aptitude | Quantitative Aptitude | Logical Reasoning | Complete Aptitude Course,,"Partnerships | Master Aptitude | Quantitative Aptitude | Logical Reasoning | Complete Aptitude Course

Install Our App:",TabishAbbasiDev
https://www.youtube.com/watch?v=YvjVdOV_7Vo&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXR0ZXJuIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Pattern Series and Sequences,3.4K,178K,2019.0,9.3M subscribers,Number Series Reasoning Tricks & Shortcuts - More Problems!,,This math video tutorial on number series reasoning tricks and shortcuts has more advanced problems and examples compared to my previous video:,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=fp4rJBl77PA&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXR0ZXJuIFNlcmllcyBhbmQgU2VxdWVuY2VzINIHCQl-CQGHKiGM7w%3D%3D,Pattern Series and Sequences,175,9.9K,2022.0,410K subscribers,Critical Thinking Employment Assessment Test: Questions and Answers,,"A critical thinking assessment test evaluates a candidate's ability to analyze information, make reasoned judgments, and solve problems logically. Regular practice is essential for these tests as it enhances one's analytical skills, improves the ability to think clearly under pressure, and increases familiarity with the te",Online Training for Everyone
https://www.youtube.com/watch?v=r614AD021n0&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXR0ZXJuIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Pattern Series and Sequences,27K,1.9M,2018.0,9.3M subscribers,Number Series Reasoning Tricks - The Easy Way!,,This pre-algebra video tutorial explains how to find the next term in a number series.  It provides plenty of examples of finding patterns in arithmetic and geometric sequences.  This lesson contains tons of num,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=VIH1R-aVG3Q&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXR0ZXJuIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Pattern Series and Sequences,581,32K,2021.0,410K subscribers,How to Pass Critical Thinking Job Test: Questions and Answers,,"A critical thinking assessment test evaluates a candidate's ability to analyze information, make reasoned judgments, and solve problems logically. Regular practice is essential for these tests as it enhances one's analytical skills, improves the ability to think clearly under pressure, and increases familiarity with the te",Online Training for Everyone
https://www.youtube.com/watch?v=gXBuL_FyahE&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXR0ZXJuIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Pattern Series and Sequences,28K,1.5M,2018.0,1.21M subscribers,"Series - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Series. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=XZJdyPkCxuE&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQYXR0ZXJuIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Pattern Series and Sequences,52K,3.1M,2022.0,9.3M subscribers,Arithmetic Sequences and Arithmetic Series - Basic Introduction,,This video provides a basic introduction into arithmetic sequences and series.  It explains how to find the nth term of a sequence as well as how to find the sum of an arithmetic sequence.  It also discusses how to distinguish a finite sequence from an infinite series.  It also includes a few word problems.,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=Xaa751680Xo&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,2,103,2023.0,63K subscribers,Understanding Percentage and Examples || Lesson 12.1 || Aptitude & Reasoning || Learning Monkey ||,,"Understanding Percentage and Examples
In this class, We discuss Understanding Percentage and Examples.
The reader can take a complete aptitude course to crack campus placement exams. Click Here.",Learning Monkey
https://www.youtube.com/watch?v=RWdNhJWwzSs&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,41K,2.4M,2018.0,1.21M subscribers,"Percentage - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Percentage. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=E5IkT1-Tiaw&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,15K,501K,2023.0,1.14M subscribers,ðŸ”´LIVEðŸ”´PERCENTAGE BEST TRICKS | BANK | SSC | RAILWAY | CSAT | APPSC | TSPSC DAO & ALL OTHER EXAMS,,#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=Oo5erc6C3GY&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,3.6K,102K,,245K subscribers,PERCENTAGES : à°¶à°¾à°¤à°¾à°²à± || Income and Election Based Models || BEST CONCEPTS || BEST ARITHMETIC BOOK,,"ðŸ‘‰ BUY 2 BOOKS : 700 /- 
(Arithmetic + Reasoning)",SIDDU STUDY CIRCLE
https://www.youtube.com/watch?v=I9O16sqdK6Q&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,12K,561K,2021.0,1.14M subscribers,PERCENTAGE INTRO PART -1 |USEFUL FOR SSC | BANK | RRB | CAT|DEFENCE |AFCAT & OTHER COMPETITIVE EXAMS,,#Onlineclasses_CL,Chandan Logics
https://www.youtube.com/watch?v=arU7Ao-tc0g&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,3,103,2023.0,63K subscribers,Examples of Percentages || Lesson 12.2 || Aptitude & Reasoning || Learning Monkey ||,,"Examples of Percentages
In this class, We discuss Examples of Percentages.
The reader should have prior knowledge of the basics of percentages. Click Here.",Learning Monkey
https://www.youtube.com/watch?v=h3ek0Y3886E&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlIA%3D%3D,Percentage,2.5K,43K,2023.0,207K subscribers,Percentage Aptitude Tricks || Target 2022 || by Sridhar TJ,,Students who are preparing for any competitive exams definitely this video useful for you. Number Series is the most important topic for all the bank exams. So try to practice regularly definitely you will crack the upcoming exams. ,NE THUNIGA
https://www.youtube.com/watch?v=_TdyTKpNY8g&pp=ygUiQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJjZW50YWdlINIHCQl-CQGHKiGM7w%3D%3D,Percentage,16K,735K,2021.0,1.93M subscribers,"Aptitude Made Easy – Problems on Percentages full series, Learn maths #StayHome",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=ETiRE7N7pEI&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,34K,2.1M,2018.0,1.21M subscribers,"Permutation and Combination - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Permutation and Combination. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=tnF9f3zCCKI&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zINIHCQl-CQGHKiGM7w%3D%3D,Permutation and Combinations,14K,775K,2020.0,428K subscribers,"Permutations, Combinations & Probability (14 Word Problems)",,"Learn how to work with permutations, combinations and probability in the 14 word problems we go through in this video by Mario's Math Tutoring.  We discuss factorials and how to simplify factorial expressions as well as the fundamental counting principle.  We also discuss the formulas for nPr and nCr as they relate to per",Mario's Math Tutoring
https://www.youtube.com/watch?v=fD_jLOETAjg&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,181,8.7K,2023.0,42.7K subscribers,PERMUTATION & COMBINATION | Suresh IAS Academy,,"SURESH IAS ACADEMY
TNPSC   BANK    TET   RAILWAY    SSC     POLICE
TUTICORIN      TIRUNELVELI      RAMANATHAPURAM     MADURAI",SURESH BANKING
https://www.youtube.com/watch?v=gYT72Rzh3Iw&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,618,29K,2023.0,221K subscribers,PERMUTATION & COMBINATION | A to Z | INTRODUCTION & CONCEPT,,60 days Preparation Strategy : ,Radhina Quants
https://www.youtube.com/watch?v=_qoqJ2JKfjc&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,15K,730K,2020.0,1.93M subscribers,Aptitude Made Easy - Permutations Full Series - Learn maths #StayHome,,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).",FreshCareers
https://www.youtube.com/watch?v=0NAASclUm4k&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,62K,3.6M,2016.0,3.78M subscribers,Permutations and Combinations | Counting | Infinity Learn,,"If you love our content, please feel free to try out our super-affordable premium content. Get access to ALL videos on the website(Master Learner Pack):
One Month Access(Rs.999/USD 12): ",Infinity Learn NEET
https://www.youtube.com/watch?v=XJnIdRXUi7A&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,77K,3.8M,2017.0,9.3M subscribers,Permutations and Combinations Tutorial,,This video tutorial focuses on permutations and combinations.  It contains a few word problems including one associated with the fundamental counting principle.  Permutations are useful to determine the different number of ways to arrange something whereas combinations are useful for determining how many ways to com,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=sAYVtIgwJD8&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQZXJtdXRhdGlvbiBhbmQgQ29tYmluYXRpb25zIA%3D%3D,Permutation and Combinations,3.8K,191K,,6.17K subscribers,Permutation vs Combination |when to use nPr vs nCr |Basic Concepts |Nishant vora sir |#jeeadvanced,,"permutation and combination 
permutation vs combination
when to use ncr vs npr",Engineering Aspirants
https://www.youtube.com/watch?v=DgpCzh7cSKg&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,27K,671K,,2.23M subscribers,Series Tricks | Logical & Reasoning Questions | Reasoning Tricks | Maths Tricks | imran sir maths,,Buy Link: ,imran sir maths
https://www.youtube.com/watch?v=BEVjpkmU_tI&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,1.7K,87K,2021.0,470K subscribers,Non Verbal Reasoning Tricks in Telugu I Picture Series I NMMS/NTSE/RRB/Bank I Ramesh Sir Maths Class,,Non Verbal Reasoning Tricks in Telugu I Picture Series I NMMS/NTSE/RRB/Bank I Ramesh Sir Maths Class,Ramesh Sir Maths Class
https://www.youtube.com/watch?v=gXBuL_FyahE&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,28K,1.5M,2018.0,1.21M subscribers,"Series - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Series. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=jWsczjgY7zY&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,27,338,2021.0,36.2K subscribers,Number Series Reasoning Tricks in English | Number Sequence reasoning examples for Aptitude Test,,Number Series Reasoning Tricks in English | Number Sequence reasoning examples for Aptitude Test preparation :  basic concepts and applications for Competitive Exams with Solutions | Quantitative Aptit,CSE concepts with Parinita
https://www.youtube.com/watch?v=t7zRboobwAA&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,34K,1.9M,2018.0,1.21M subscribers,"Non Verbal Analogy - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Non Verbal Analogy . Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=Pe-D7zFe-wg&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,167K,3.6M,2023.0,2.23M subscribers,Number Series | Reasoning | Numbers Series Trick | imran sir maths,,"हो कोई भी exam , आएगी यही वाली math's tricks काम 
Hello!  Are you scared of math?",imran sir maths
https://www.youtube.com/watch?v=AiNlCSUwTzg&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,26,1.4K,2022.0,1K subscribers,How to crack non-verbal reasoning SEQUENCES?,,"How to crack non-verbal reasoning SEQUENCES?|Complete the series| Concepts + Top tips

Non verbal reasoning BOX CODES:",MATH micros
https://www.youtube.com/watch?v=MN59wbtTF_U&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaWN0dXJlIFNlcmllcyBhbmQgU2VxdWVuY2VzIA%3D%3D,Picture Series and Sequences,2.1K,143K,2022.0,410K subscribers,LOGICAL REASONING Test SECRETS â€“ How to PASS with Ease!,,"A logical reasoning assessment test is a type of aptitude test that evaluates a candidate's ability to understand and apply logical principles to solve problems. It typically consists of various questions that require the candidate to analyze patterns, sequences, or relationships between shapes and figures, identify inconsis",Online Training for Everyone
https://www.youtube.com/watch?v=CvIbz4x8CZs&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaXBlcyBhbmQgQ2lzdGVybnMg,Pipes and Cisterns,46,6.1K,2018.0,60.3K subscribers,Aptitude Training 6 | Tips and Tricks to solve Pipes and Cisterns | PlacementSeason,,"Get the exclusive tips and tricks to solve problems based on pipes and cisterns in this webinar video

If you want to be in the loop with us Subscribe our channel.",PlacementSeason
https://www.youtube.com/watch?v=JZYnYhdCc1w&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaXBlcyBhbmQgQ2lzdGVybnMg,Pipes and Cisterns,15K,378K,2021.0,2.23M subscribers,Pipe and Cistern Trick | maths trick by imran sir | Pipe and Tanki Shortcuts and Tricks,15:50,LCM Trick,imran sir maths
https://www.youtube.com/watch?v=l4GgAOsETkE&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaXBlcyBhbmQgQ2lzdGVybnMg,Pipes and Cisterns,4.3K,204K,2021.0,1.93M subscribers,"Aptitude Made Easy – Problems on Pipes and Cistern Full series, Learn maths #withme #StayHome",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=EToNouSc7RE&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaXBlcyBhbmQgQ2lzdGVybnMg,Pipes and Cisterns,33K,882K,2023.0,1.14M subscribers,ðŸ”´LIVEðŸ”´REVISION CLASS TIME AND WORK 2 SEC TRICKS | BANK | SSC | RAILWAY | CSAT | APPSC | TSPSC DAO,,#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=mBtBD1N7ywQ&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaXBlcyBhbmQgQ2lzdGVybnMg,Pipes and Cisterns,12K,773K,2018.0,1.21M subscribers,"Pipes and Cisterns - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Pipes and Cisterns. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=BJqpD1SeV1A&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBQaXBlcyBhbmQgQ2lzdGVybnMg,Pipes and Cisterns,499,15K,2023.0,445K subscribers,"PIPES & TANKS -Tricks & Shortcuts to Solve within Few Minutes | TNPSC Group 2, 2A & 4 | Veranda Race",,"à®®à¯à®¤à®²à¯ à®®à¯à®¯à®±à¯à®šà®¿à®²à¯‡à®¯à¯‡ TNPSC à®¤à¯‡à®°à¯à®µà®¿à®²à¯ à®µà¯†à®±à¯à®±à®¿ à®ªà¯†à®±:
For Any Course Enquiry & To download free materials : ",VERANDA RACE - TNPSC
